title,label
us senate advances compromise gun control measure,1
irans zarif to hold talks with russias lavrov on syria in moscow,1
fox news host leaks that spicer is getting fired claims shes already in talks to take over his job,0
florida senators seek funding for hurricane irma in harvey bill,1
the gun shop owner that banned muslims is now selling obama bernie and hillary targets,0
frightening observations by a year old americanall of a sudden americas becoming an islamic state,0
senator mccain wants pentagon to probe united launch executives remarks,1
did military judge give army deserter bowe bergdahl a slap on the wrist because of president trump,0
ammosexual antiobama organizer shoots fellow patriot in drunken fight over a gun,0
russias putin eyeing election next year pledges to prosecute vote violations,1
eu states agree caps on wholesale roaming charges,0
chinese state media cheer xitrump meeting say confrontation not inevitable,1
another fox host just got busted sexually harassing female staff,0
palestine rivals hamas fatah agree on rafah crossing handover nov sources,1
un team to collect evidence of islamic state crimes in iraq,1
ankara mayor quits in erdogan purge of local government,1
after alabama upset democrats see new prospects in us south,1
phoenixrally rocks watch president trump calls out antifa terror groupcrowd chants cnn sucks,0
us senate democratic leader attacks trumps health pick on ethics charge,1
wh starts condensing intel briefings into tweet form in desperate move to get trump to read them,0
every bad thing we can say goodbye to with our exit from the paris accord,0
democratic lawmakers want probe of trump advisers russia payment,1
racist rant from supreme court justice exposes slanted personal opinion on law enforcement,0
south korean nut rage executive remains free after court upholds suspended sentence,1
the wisdom books of the old testament,1
french businesses seek clarity on iran nuclear deal,1
china says us should respect concerns on taiwan,1
exmichigan lawmaker to stand trial charges dismissed against another,1
jeb bush endorsed by former rival lindsey graham in key state,1
judge napolitano agrees with trump ag sessions shouldnt have recused himself,0
uaw chief says union to endorse either clinton or sanders soon,1
us tax bill should include repeal of health insurance mandate senate republican leader,1
gunman attacks saudi security forces at gate of jeddah royal palace,1
new analysis shows black neighborhoods excluded from amazon same day delivery,0
top republican senator blisters trump for demanding the doj persecute hillary clinton,0
us tax repatriation plan may not cure longterm dollar weakness,1
trump greets egyptianamerican freed from egyptian detention,1
trumps muslim ban has one major cheerleader that is very very dangerous,0
watch larry wilmore takes rightwing hatemonger milo yiannopoulos to the woodshed,0
senators propose legislation to protect special counsel from trump,1
putin and macron discuss north koreas missile launch kremlin,1
north carolina lawmaker we must fight to keep our state straight,1
us house panel narrowly backs mattis waiver,1
kremlin calls us allegations of subversive activity groundless,1
taking a tough stance on summer conservatives in us house,1
year old refugee says he hates sweden only reason hes there is to fk swedish girls,0
britains davis says vital that brexit talks progress onto trade,1
britain unconditionally committed to maintaining european security official document,1
spain blocks catalan independence vote threatens charges,1
merkel tells rajoy of support for unity of spain,1
obama sanders has luxury of being long shot in democratic race,1
former lebanese pm says hariri will return to lebanon,1
neil degrasse tyson wants to do something really uncharacteristic to trump,0
cleveland officials to outline security for republican convention,1
ibdtipp tracking poll trump leads clinton with percent support,0
nsa chief says when not if foreign country hacks us infrastructure,1
obamas epa pushes for tougher mileage standards for trucks,0
yes rick santorum asked people to google him despite the frothy definition of his name,0
four republican senators say they cannot support healthcare bill,1
venezuelas maduro defends disputed vote opposition divided,1
trump has sent out his first email begging for money and its beyond ludicrous,0
mexican president to meet with trump at g,1
even this fox news host felt the need to shut katrina pierson down and its spectacular,0
former reagan aide helped write trump foreign policy speech,1
homeland security catering to illegals three squares provided to detainees on taxpayer dime,0
president trump calls out media for ignoring prolife march they say the press doesnt cover them,0
mays government pushes brexit bill to avoid chaotic departure,1
human rights killings not addressed in dutertetrump talks spokesman,1
scalias death boosts legal chances for obamas climate plan,1
black protester shuts down fox reporter on live tv for fing fabricated story,0
uks may to pitch status quo brexit transition to parliament,1
impossible to calculate brexit bill figure at present eus barnier,1
norway foreign minister becomes president of world economic forum,1
florida crowd attacks police officer attempting to make arrest,0
lords prayer ad bannedone month later muslims get praise allah signs approved,0
biden trump is already making our country less safe,1
russian bombers hit targets in syrias deir alzor province,1
whoa state department throws hillary under the bus and gives us one more reason not to vote for her,0
us senate banking panel sets hearing for obamas sec nominees,1
watch ashley judd takes trump down at womens march with epic poem,0
advisers are now warning donald trump about impeachment,0
us attack will not lead to military escalation says prodamascus official,1
harry reid torches fbi director comey i believed you to be principled i now see i was wrong,0
is google and youtube in the hillarys purse,0
donald trump booed by classless crowd as he leaves the new york times,0
no respect us diplomat attacked by russian guardour lame response,0
judge orders yr old amish girl to take chemotherapyfamily goes into hiding yrs later theres a startling discovery,0
factbox what it will take for trump to meet his immigration goals,1
trump just got banned from the place where he proposed to melania,0
hollywood libs raise big money for crookedhillarypoor la flood victims ignored,0
breaking doj finally secures warrant to inspect humas emails daily wire,1
the phoenix police department just sent trump a ceaseanddesist letter theyre furious,0
hooray for justice coal ceo sentenced to one entire year in jail for killing men,0
israel interprets us settlements statement as green light,1
abc shuts down conservative tim allens last man standingviewers furious when they see how highly show was rated,0
egypt kills militants in raid on western desert farm,1
multistage cyber attacks net north korea millions in virtual currencies researchers,1
after air strike israeli minister warns against arms shipments to hezbollah,1
after german election frances macron paints sweeping vision for europe,1
how obamas broken us deportation process and canadas opendoor immigration policy are responsible for horrifying act of terror by somali immigrant,0
obama doj handmaiden of clinton corruption,1
a bunch of dumb white racists will picket nfl offices because beyonce gave them butthurt,0
hillary calls in live to cnn to pummel trump on veteran donations,0
store owner where alton sterling was killed suing baton rouge police,0
new york city reaches agreement on billion fy budget,1
loser trump fails miserably again as monday night football ratings soar,0
paul ryan attacks president obama for being distracted by murdered children,0
investigators reveal how exdnc staffer likely died and it has nothing to do with hillary clinton,0
trump repeats bogus claim that captain khan would still be alive if he were president,1
second group of refugees to leave australian camp for us resettlement,1
scores of migrants rescued in cyprus after boat runs aground,1
trumps justice no rebuffs democrats on russia probe,1
meeting between trump and japans abe has ended trump official,1
un nuclear watchdog reiterates iran subject to worlds toughest controls,1
saudi man threatens backlash over new law allowing women drivers i will burn her and her car,0
boom kellyanne conway shuts down cnns cuomo,1
obamas army black lives matter terrorist shouts burn everything down in large activist meeting as cofounder cheers,0
kurds stick with independence vote never going back to baghdad barzani,1
north korea missile crisis seen pushing south korea to gun up,1
jon stewart returned to crush trump with colbert and it was spectacular,0
factbox who are britain first whose leaders posts trump retweeted,1
middleclass egypt adapts to survive as austerity bites,1
white house confirms resident nazi stephen miller is an even bigger scumbag than you knew,0
chainsaw massacre this nun is doing more for irma victims than leatherface trump,0
trump slips up blames obama for russian interference despite repeatedly insisting it never happened,0
donald trump was looking to build a trump tower in moscow while he was running for president,0
supporters to trump break campaign promises at your peril,1
democratic socialists make headway in us after trumps win,1
trumps stop in vietnam a poignant one for us veterans,1
breaking putin calls out obama for arming and training recruits for isis,0
australias victoria state closer to legalizing assisted death,1
take a look inside the new putin cafe featuring obama toilet paper in restrooms,0
did trumps former campaign manager have people killed his daughters say he did,0
pentagon notified us congress of million military sale to nigeria,1
whoa steve bannon tricked trump into handing him an insane amount of power,0
wow social media freaks out over whats behind mariah carey during lasvegas shooting interview with piers morgan,0
how bad is it in venezuela socialisms endgame sucks,0
climate march lefty were under threat of flooding and cant escapein the bronx,0
russia eyeing syria victory by yearend will keep troops there ifax,1
the brits have dubbed a donald trump speech with a cockney accent and its brilliant,0
latino trump supporter it was harder to come out as a trump supporter than it was to come out as gay,0
nazis whine over impending release of an antinazi video game,0
trumps words to megyn kelly in just came back to haunt him big time,0
white house deeply concerned about china law on foreign ngos,1
ouch new emails show hillary didnt want to fly in same plane as michelle obama,0
factbox what do the new us sanctions on russia target,1
dnc will spend million to coronate crooked hillarysays its nobodys business where money is coming from,0
senator warren hits out at effort to politicize us consumer agency,1
russias lavrov uss tillerson to meet august russian foreign ministry,1
biden poroshenko discuss reforms needed in ukraine white house,1
the new cold war a rehash of old rivalries,0
keeping the competition out iran startups thrive despite sanctions,1
pastor demands bernie sanders convert to christianity during trump rally,0
top university stole millions from taxpayers by faking global warming research,0
matt damon shreds trump and wall street bankers during mit commencement,0
venezuelans face growing queues to buy gasoline,1
trump goes on delusional tweet storm about democratic party chair election,0
antitrump demonstrators set fires break windows in california,1
ireland says would insist on northern ireland role if powersharing not restored,1
president obama is putting an end to inhumane punishment in the federal prison system,0
factbox trump on twitter america californias wildfires,1
what we know about us probes of russian meddling in election,1
small protests against trump in japan philippines,1
brexit bill row to last the length of brexit talks uk minister,1
collins says senate healthcare bill needs major overhaul msnbc,1
watch president obama absolutely pummels the gop on fox news,0
ruling on supreme court justice scalias cause of death may take days judge,1
syria rejects west accusations over chemical attacks,1
no conservatives the golden showers trump story isnt an elaborate chan hoax,0
merkel wants clear line on eurozone reform in german coalition talks,1
busted heres the proof trump doesnt have as much money as he says he does,0
mexico report flags shortcomings in fight against corruption,1
syrian army and iranian proxies demand surrender of rebels near israel border,1
senate confirms trump intelligence nominee security adviser,1
spain gives catalan leader days to drop independence,1
protesters keeping kids away from cleveland republican convention,1
matt lauer called out by sandra bullock for creepy sex talk during interview ive seen you naked,0
south korean inbound travel agency says china bans group tours to south,1
exclusive skeptical trump says would renegotiate global climate deal,1
philippines withdraws bid for us grant says unrelated to rights,1
al qaeda warns myanmar of punishment over rohingya,1
police investigating possible attempt to murder bernie sanders,0
come along on cory booker and pals field trip to find the super secret gop health bill,0
watch young teenage thugs as they rob female reporter filming baltimoreriots,0
boston brakes how to hack a new car with your iphone or android,0
democrats to join trump republicans in talks to avert government shutdown,1
watch donald trump promises he will declare war on isis but theres one giant problem,0
illinois to sell bonds but cannot tap all the proceeds,1
jay dyer on tragedy hope part rothschilds central banks fdr the us imperium,0
german residents fight back antiislamic song with no words knocks adele off top spot,0
michael douglas urges obama to think of his legacy at hiroshima,1
us committed to bringing american hostages home obama,1
thai activists ordered to pay million for occupying airports,1
atlantic city nj emergency manager suggests privatizing fire department,1
russiatrump campaign collusion an open issue us senate panel chiefs,1
hillarys climactic trumpputin oppo dump an epic fail,1
michigan governor asks obama for federal aid in flint water crisis,1
trumps ineptitude causes huge drop in investment future of our nation is in peril,0
johnson johnson loses yet another multimillion dollar case over baby powder,0
how a single federal bureaucrat opened the door to let foreigners vote,0
us companies hope trump will stick to business roots back cuba ties,1
president trump travels to orlando for private school visit angering teachers unions shows hostility towards public schools,0
cameroon illegally deported nigerian refugees rights group,1
limousine liberal leo decaprio joins globalist john kerry climate deniers like trump shouldnt hold office,0
annual us congress baseball game brings unity after shooting,1
rightwing mom beats her kids to a bloody pulp to lead them to god,0
trump urges republicans to go nuclear to defend high court pick,1
trumps offer to russia an end to sanctions for nuclear arms cut london times,1
uzbekistan pulls students teachers nurses from cotton fields sources,1
cnn does not hold back completely makes fun of paul ryan with the rest of america,0
arrogant john kerry trump administration will last a year two years whatever,0
mark steyn and tucker carlson have epic exchange on russia idiocy cnn is flying the network into a black hole and the only plot twist left is anderson cooper and elmo in a spaceship,0
exmilitary officials urge us judge to halt trumps transgender ban,1
no title,1
north korea says us bombers staged surprise strike drill on thursday kcna,1
exfox exec gets a head start on painting gretchen carlson as a liar,0
watch standing ovation for the trump family as they arrive for christmas eve service,0
ga supreme court denies kkk right to adopt a highwaywhile il city unanimously proudly names street after black panther,0
breitbart fails hard in trying to prove polls are biased,0
whoa sesame street using bert and ernie for sexually transmitted diseases ad,0
baptist preacher the government needs to be killing sodomites,0
bmw will open mexican factory in despite trump executive,1
trumps illegal votes lie just turned the whole recount issue into one long alex jones episode,0
greek police cut down to size eu court rules for women,1
us not coordinating syria military operations with russia white house,1
britains queen elizabeth opens scotlands third forth bridge,1
obama interferes in french election folksy video endorses globalist over brave nationalist woman,0
watch justin timberlake just made a joke about trump that everyone needs to hear,0
trump supporters will get extra special protection during republican convention,0
donald trump will throw a hissy fit after reading george wills review of his inaugural address,0
president trump and first lady visit rep steve scalise in the hospital,0
mauritanian blogger who faced death penalty for apostasy to be freed,1
iraqi pm presses case for baghdad to receive kurdistan oil revenue,1
breaking south carolina senate caves votes to remove confederate flag from statehouse groundsbecause its all about the flag ya know,0
there may be another planet in our solar system,0
paul joseph watson exposes medias obsession with trumps call from taiwan leader in seconds,0
belgian police commissioner nominated to lead europol,1
safrican prosecutors extend deadline for zuma to file arguments over revived graft charges,1
russia syria government forces now on east bank of euphrates river,1
house caucus leader says looking at essential benefits amendment,1
death of australian hughes ruled tragic accident,1
junckers eu plan is largely in line with germanys vision schaeuble,1
zineb el rhazoui charlie hebdo survivor discusses why the world needs to destroy islamic fascism,1
for stormravaged houston a presidential visit and baseballs return,1
lead benghazi witch hunter just accidentally admitted main conspiracy theory is bullsht,0
michael flynn begs for donations on twitter gets wrecked by the internet,0
rightwing restaurant owner who hates welfare recipients busted for welfare fraud,0
california sues trump administration over border wall,1
us administration does not want to walk away from nafta ross,1
memoirs of a misogynist is a brutal and entertaining look at our sexual dystopia,1
after months of trashing our president senator mccain explains how to fix rancor in dc stop listening to the bombastic loudmouths on the radio television and the internetto hell with them,0
balis rumbling volcano spurs travel warnings from australia singapore,1
boom gop makes blistering video using fbi directors comments side by side with hillarys lies,0
trump vaunts trade progress red carpets on fruitful asia trip,1
trump ally christie calls criticisms of slain soldiers family inappropriate,1
organizers name tv journalists to moderate us presidential debates,1
the boston globe releases powerful cover with this simple demand,0
what im with her really means for hillary supporters,0
agriculture leaders slam trumps usda budget cut proposal,1
one dead at protest against extending ugandan presidents rule,1
orban says trumps migration foreign policy plans vital for hungary,1
republican senators criticize cbo welcome healthcare plan,1
rudy giuliani trump is losing because the media wont talk about benghazi,0
trump will hate this mexican magazine for unmasking him on their cover,0
clinton megacharity slush fund for the clintons took in million gave pittance in direct aid,0
congress passes bill to temporarily fund government avert shutdown,1
government leakers are enemies to our state white house official says,1
donald trump just accidentally did an interview on russian tv because of course he did,0
dnc chair just directly attacked obama elizabeth warren and everyone who voted for them,0
insider firm flashpoint tied to orlando shooting now investigating ddos hack on america,0
indianamerican judge who could replace scalia worked on controversial cases for business,1
bombshell comey reveals ag lynch asked him to refer to clinton email probe as matter not investigation,0
no comment on trumps jerusalem move from netanyahu in first speech,1
the trump organization is busy putting pressure on foreign diplomats to stay at his hotel,0
trump calls out washington post fakenews reporter for posting fake pictures of rally hours before it startedposts actual pictures of packed stadium,0
trump aides scramble say donald trumps threats werent serious just his mood,0
syrian army allies take back albu kamal from islamic state,1
im no populist says new leader of italys star,1
mainstream media calls real news fake because their narrative is collapsing,1
wikileaks documents reveal united nations interest in ufos,0
courtroom where war crimes defendant drank poison now crime scene judge,1
wow sheriff joe arpaio considering running against this unpopular arizona senator,0
jim jordan blasts deputy ag rosenstein on key antitrump text saying we cant let trump be presidentwe need an insurance policy,0
venezuelan opposition disarray heaps pain on protesters,1
florida republican has an insane meltdown after being called out in interview go f yourself,0
bad news republicans two scholars figured out how to defeat your gerrymandering,0
breaking video bricks and rocks hurled at police by teens in baltimore as they prepare for a night of more violence,0
trump says he plans tax reform announcement on wednesday,1
wow hollywood actress blasts ben affleckposts video showing when he grabbed hilarie burtons breasts during taping of mtv show,0
cameroon separatists kill four gendarmes as anglophone crisis worsens,1
watch gopfriendly pac creates sickening link between georgia democrat and scalise shooting,0
two years after the paris attacks france ends state of emergency,1
clamor for justice yugoslav court leaves global legacy,1
fox host already using tragic egyptair crash as a way to boost trump,0
az cops taser veteran with ptsd until his heart stops beating,0
under trump congress likely to pull plug on medical device tax,1
paris nightmare muslim man scales wall of apartmentstabs jewish womanwhat he does next is unthinkable,0
senate quickens pace of approving trump judicial picks,1
france discusses increased pressure on north korea with trump abe,1
minnesota woman writes amazing fck off letter to men who want to ban abortion,0
sean spicer finally admits obama probably didnt spy on trump through microwaves,0
nigerias delta avengers militants end oil hub ceasefire,1
great pick kt mcfarland to join team trump,0
battered us coal industry hopes for trump prepares for clinton,1
president of radical group advised hillary on how to fake concern for parents of black lives matter victimsblame cops for pain,0
watch ethics expert busts kellyanne conway for breaking rules by shilling for ivanka trumps business,0
russia says lavrovtillerson meeting to discuss syria global security,1
the internet cant stop laughing after sean spicer says trump is tough on russia,0
watch scaramucci flips out over white house leaks sends ominous warning to reince priebus,0
britains johnson says looks forward to continuing ukus partnership with trump,1
austrias conservatives reach coalition deal with far right kurz,1
prankster coughing fits mar theresa mays speech to activists,1
extrump campaign chief manafort wants probe of leaks,1
fraud runs rampant house votes to end millionaires abuse of lowincome housing,0
eu withdrawal bill vital to ensuring orderly brexit minister,1
us lawmakers want supercharged response to north korea nuclear tests,1
dem lawmakers epic fake panic attack over a speeding ticket will make your day,0
austrian parents and teachers sacrifice young girls at liberal altar teen refugees sexually abuse school girls for months,0
trump is bragging about his approval rating but theres just one tiny problem,0
big brother nyc driving program tracks drivers,0
us house panel cancels thursday session on puerto rico debt bill,1
unreal three republican senators kill republican healthcare bill in midnight vote,0
chart of the day soaring obamacare premiums by state,0
popular michelle obama courts young people for clinton,1
college student bullied after taking picture of white privilege board at dorm,0
how they could steal trump win next tuesday with the electoral college slattery and shoaf,1
frances macron broaches lebanon in surprise saudi visit,1
watch trumps chief of staff john kelly just admitted that he doesnt think there was anything wrong with slavery,0
scary leaked email proves radical billionaire donor george soros was pulling sec of state hillary clintons strings on foreign policy,0
petty faa rebukes trump,0
open minded liberals ban trumpsupporting apartment hunters,0
paul ryan just gave the most cringeworthy response to trumps illegal voters lie,0
us appeals court upholds conviction over shared password,1
clinton charities raked in taxpayer dollars in the millions,0
us congressmans condition improves but still critical after shooting,1
st louis riot police reportedly chant whose streets our streets after arresting protesters,0
wow russian hacker gives stunning details of deal fbi offered him to falsely claim he hacked hillarys email on behalf of putin for trump,0
libyans swap jewelry for medical treatment as crisis bites,1
i dont think you have a standard nyt reporter called out over claim obama told lies while potus,0
sunday screening overpill,0
one huge way liberals are already fighting back against trump,0
freechrischristie twitter reacts to the hostage situation at trumps speech,0
un chief condemns nkorea nuclear test says it is profoundly destabilizing,1
puerto rico oversight board favors more time for restructuring talks,1
trump praises work on british trade deal says eu protectionist,1
freedom watch its now clear that fbi director comey was not honest with the committeeall those people on the left have just eaten a lot of crow,0
wow new york times admits they cooked the numbers to keep sold out book about shocking story media hid from public off bestseller list,0
year old suspended from school for playing with stick gunsaid she posed a threat,0
spanish judge has yet to issue arrest warrant for puigdemont court source,1
trump doubles down on being an ass to australia and twitter butchers him,0
john mccain was asked if trump was like reagan his answer was perfect,0
snap of clinton reading pence email headline goes viral,1
colin kaepernicks mother fires back at trump for calling him a son of a btch,0
obama to republican leaders why are you still endorsing trump,1
trump pushes melania back onto campaign stage interview,1
poll shows a huge chunk of federal employees would quit under trump presidency,0
spy chiefs pressure congress to renew expiring surveillance law,1
senator mccain says subpoena may be required to get answers on niger ambush,1
federal court strikes down racist texas voter id law,0
trump undermining stability with jerusalem move germanys schulz,1
trump says he would not admit refugees without community support,1
white house nominates accuweather ceo to head climate agency,1
watch pat robertson gets incredibly offensive in fullthroated defense of trump,0
danish government wins backing for budget but junior partner has conditions,1
brazil appeals court schedules early decision on lula appeal,1
egypts sisi congratulates trump looks forward to new era of closer ties,1
lock him up passengers chant to disruptive man wearing maga hat as hes removed from flight,0
teachers give students outrageous religious ed assignment write letter to parents saying youve converted to islam,0
saudiled coalition to allow cranes into yemens hodeidah port,1
does myanmar violence amount to human rights crimes,1
guatemalan president cant keep a straight face as he mocks donald trump,0
britain to study effect of foreign students on economy,1
what dan rather has to say about trumps deadly serious flynn scandal is chilling,0
pence says decision to fire comey not connected to russia probe,1
trump discusses immigration ideas in dinner with republican lawmakers,1
trump mocks bidens dare to take him behind the gym,1
tonights first debate question will begoing to hillary and its a doozy,0
trump uses prayer breakfast to mock arnold schwarzenegger gets humiliated in priceless seconds,0
turkey must be in syrias idlib until threat over defense minister,1
muslim teen who wrote radical words over and over again on college application has been accepted to prestigious stanford university,0
after a surprise detourpresident trump arrives in palm beach to celebrations and protests we are victorious,0
factbox how would a brokered republican convention work,1
rudy giuliani turns into a blithering idiot when confronted by cnn host,0
help refugees wherever they come from austrias kurz says,1
std infection rates reach alltime high in the united states,0
republicans humiliated as john mccain slams their latest attempt to repeal obamacare,0
hamas cedes gaza border crossings to palestinian authority control,1
controversial former fox ceo roger ailes dead at,0
trump embarrasses us brags about election win in joint press conference with trudeau,0
planned parenthood gives award to colorado abortion clinic for killing more babies than previous year,0
us intel official no doubt north korea tested advanced device,1
scalise in critical condition after attack by gunman at baseball field,1
clueless antitrump protesters asked why they oppose trump,0
obama faces immigration hurdles even if he wins at high court,1
trump administration limits government use of kaspersky lab software,1
amerikkka arrested for drinking coffee while black,0
liberal manhating movement destroys career of top tx lawyer forposting metoo letter from a rape survivorif everyone is a victim no one is victim means nothing anymore,0
industry questions higher insurance costs under republican plan,1
this leaked secret memo reveals a yuge problem destroying trump,0
bangladesh could move some rohingya to floodprone island next year official,1
angry that benghazi panel couldnt bury hillary rightwing nuts hilariously turn on trey gowdy,0
belgian army pilot found dead after midair helicopter mystery,1
us judge to consider objection to trump university settlement,1
white house republicans aim for tax bill in first half of september,1
in hats and tshirts trump fans rally in jerusalems old city,1
house votes to begin repealing obamacare,1
conservative groups urge lawmakers to gut climate programs in us military,1
white house blocks obamaera rule expanding pay data from companies,1
breaking bad news for hillary fbi expanding investigation into emails,0
boom thug who lit baltimore cvs on firewreaked havoc on citygets shocking sentence,0
los angeles mayor appears headed for reelection victory,1
dr paul craig roberts we all might be dead soon,0
kurdish ypg aims to conquer syrian region not fight islamic state turkish minister,1
democrats set bills seeking to overturn trump travel ban,1
nra board member ted nugent just encouraged his violent fans to shoot hillary clinton,0
former nixon aid reveals why the war on drugs was created the reason will make you sick,0
us health insurers want cruz proposal dropped from senate bill,1
tyra for trump hammers the media on their bias against trump,0
illegal alien smiles for mug shot after stabbing father of two at least timessaws liver out leaves on victims chest for police,0
boom this is how president reagan handled protesters negotiate what is there to negotiate,0
disapproval rating for japan pm abe exceeds support kyodo poll,1
what do i need to know about the cias hacking program,1
quake hits southeast iran destroys homes no fatalities reported,1
trump is now becoming chris christies sugar daddy and yes its as weird as it sounds,0
military vets told not to act pompous to avoid angering isis lone wolves while liberal pundits call radical islam a made up idea,0
scrap plan for new banking tax london financiers tells uk opposition party,1
earthquake strikes off kermadec islands no tsunami warning,1
british pm may vows to stay as party plotters attempt to topple her,1
gop senator compares obama to drug dealer,0
from syria to north korea tillerson would inherit a messy global situation,1
trump team wants more nafta access for us goods services lawmakers,1
angolas opposition appeals election results,1
a study on how often donald trump liescomplete with proof,0
congressman gutierrez will not seek reelection politico,1
trump lawyer deutsche bank has not received subpoena for trump records,1
at un us tells russia its isolating itself by backing assad,1
obama throws hillary under the bus email scandal just got real with this devastating blow,0
lawyers for former trump aide flynn call allegations outrageous false,1
watch bill maher brutally explains to a trump fan why he wont give trump a chance,0
report the white house is a real dumphundreds of problems left by previous administration,0
trump sickeningly dares to claim he respects women on twitter and gets shredded for it,0
watch tony awards gives hateful bigots the middle finger in opening number,0
colombian leader says received assurances of support from republican us lawmakers,1
deadline nears for catalan leader to clarify independence stance,1
trump just got razed after his painfully stupid attack on the fake media,0
kenyan court scraps presidential vote kenyatta calls for calm,1
us vetoes un call for withdrawal of trump jerusalem decision,1
french ministers tell antigraft agency no law revamp for now,1
awesome gavin mcinnes challenges trump protesters with epic results,0
trump says meeting with russias lavrov last week very successful,1
trumps trust in flynn had been eroding white house spokesman,1
white house investigates leaks of trump calls to australia mexico,1
msnbc host has perfect response to coughing goper who mocked clintons health,0
ga police sergeant fired for flying confederate flag at her home,0
factbox trumps point immigration plan,1
dixie chicks natalie maines cant stop tweeting at trump and its a thing of beauty,0
potential trump high court nominee mocked him on twitter,1
grounded ferry in calais refloated passengers disembarked,1
actress accuses weinstein buddy actor george clooney of helping to blacklist her after she reported sexual harassment,0
cory booker eviscerates rncs hateful tone lock her up chants,0
ny teacher gives assignment to high school kids come up with argument in favor of mass killings of jews,0
us condemns threat to ban venezuela opposition from elections,1
exclusive bangladesh pm says expects no help from trump on refugees fleeing myanmar,1
when blacklivesmatter golf take priority over our vets yr old vet kills himself in va parking lot after er allegedly denied appointment with doctor for mental problems,0
saudi king to visit russia ria cites kremlin,1
woman accusing trump of misconduct subpoenas presidential campaign,1
hundreds rally after atheist group forces mayor to remove christian flag from veterans memorial,0
in abandoned philippine city first hints of a return to normalcy,1
kenya court awards million shillings to girl stripsearched by police,1
australian women go pro on back of investment boom,1
german president says all parties have duty to try to form government,1
will smith goes off in furious rant against trump and his supporters,0
ethnic land dispute forces thousands to flee in ivory coast cocoa belt,1
majority of us senate backs disaster aid bill,1
top trump advisor exposed as member of nazi group and he violated immigration laws report,0
russians steal research on trump in hack of us democratic party,1
president trump calls out corrupt fbi clinton crony for alleged misuse of fbi email,0
catalonia moves to declare independence from spain on monday,1
trump could return iraq war boosters to power,1
factbox what to watch in negotiations over details of us tax bill,1
just in documents reveal hillary clinton struck a deal to keep records private,0
pennsylvania governor wolf has treatable prostate cancer,1
toronto airport requires extra security checks after customs breach,1
president obama posts his white house rap duet online and breaks the internet,0
trump us has no choice but to deal with north korea arms challenge,1
factbox trump to meet exrivals fiorina and santorum lawmakers,1
paul joseph watson exposes lunacy of leftists who try to separate black lives matter from kidnapping torture of white disabled teen by black thugs,0
trump skips east asia leaders summit sends tillerson instead,1
uk sets date for parliamentary showdown on crucial brexit laws,1
us embassy to russia to resume some visa services after diplomatic row,1
russias lavrov little difference between policies of trump and obama ria,1
its time to talk eu again urges dialogue in spain,1
get off of twitter as trump nears day some stirrings of discontent,1
racist nra host uses racial slur to vulgarly celebrate the end of obamas presidency,0
breaking liberal heads will explode when they find out which cabinet position trump just offered this badass former tx governor,0
factbox trump taps priebus as chief of staff weighs other major hires,1
this liberal group found the best way to ruin trumps convention,0
mike pence just crashed and burned in humiliating morning joe interview,0
chevy chase admits to using position at snl to push democrats over republicans to millions of viewers,0
whether its john mccain mitt romney or donald trump democrats always run war on women tactic to destroy the republican candidate,0
news diversity win marvel created a white male superhero who thinks its too bad he got powers instead of a latina woman,0
nfls newest attention seeker takes place of unemployed kaepernickcalls anyone who disagrees with him racist,0
france suggests hariri not free urges he play role in lebanon,1
rights groups condemn saudi arrests as crackdown on dissent,1
watch gov rick perry squirm as trump travels to texas border tomorrow,0
us travel sector to suffer if trump reverses cuba detente report,1
atlanta pandemonium as worlds largest airport goes darkairport evacuated flights canceled,0
some syrian schools erase assad but tensions rise over kurdish,1
former virginia governor gilmore drops republican presidential bid,1
female british embassy worker found strangled near beirut,1
former intelligence officials say trump is being manipulated by putin,1
att lawyer says us effort to stop time warner deal foolish cnbc,1
babies of obese mothers at high risk of brain damage stroke heart attack and asthma,0
us seeks urgent action on myanmar un eyes million for refugees,1
washed up crazy singer accuses saturday night live of worshipping satan,0
bangladesh wants safe zones to ease rohingya crisis but seen unlikely,1
colombias farc leader timochenko to run for presidency in,1
republicans forge tax deal final votes seen next week,1
what oscars congratulations melaniapresident trump and first lady host the governors ball,0
trump orders review of national monuments to allow development,1
sickening donald trump actually hit on a yearold girl,0
black pastors rally for sen jeff sessions charge of racism leveled at anyone with whom the left disagrees,0
skip the flowers just dont vote for trump asks pa mans obituary,0
trump would try to squeeze mexico into funding border wall,1
us interior chief recommends shrinking utahs bears ears monument,1
judge jeanine slams hillary in epic opening statement snap out of ityoure a two time loser,0
jewish familys hanukkah destroyed by vandalism trump supporters make it worse,0
lol trump supporters sing hey hey hey good bye as they send antifa sorospaid democrats in berkeley back to parents basements,0
watch trumpsupporting conservative writer says the race is over because of pssy remarks,0
will sexting by anthony weiner finally bring down hillary clinton,0
watch bernie sanders invokes holocaust to denounce donald trump,0
liberal lunacy in action watch this dirty democrat pull a bait and switch on illegal alien border law,0
audio emerges of hillary clinton proposing rigging palestine election,0
in talks with us china calls for diplomacy on north korea,1
watch trump threatens saturday night live during today show appearance,0
multiple fbi offices investigated clinton foundation bribery chargesfinancial crimes or influencepeddlingdoj appeared to want to slow down or stop investigation,0
obama says chineseled trade deal shows need for tpp washington post,1
excia official someone needs to give trump a binky and put him in the crib,0
new jersey judge orders naming of bridgegate scandal coconspirators,1
